user_id,age,income,clicks,purchase_amount,session_duration,content_variety,engagement_score,num_transactions,avg_monthly_spend,avg_cart_value,browsing_depth,revisit_rate,scroll_activity,time_on_site,interaction_count,preferred_price_range,discount_usage_rate,wishlist_size,product_views,repeat_purchase_gap (days),churn_risk_score,loyalty_index,screen_brightness,battery_percentage,cart_abandonment_count,browser_version,background_app_count,session_inactivity_duration,network_jitter,region_code,subscriber,label
U6995,,25992,12,1217.18,39.27,0.79459,79.02704,8,404.53,172.69,25,0.49,109,48.0,18,1099.16,0.361,6,41,62.0,0.20226747372334622,30.0,4.6,17.0,5,3.00.44,4,1.55,47.0,X456,True,user_3
U3962,,22831,10,500.0,44.68,0.18404,27.27327,11,154.6,50.79,25,0.212,123,43.0,21,657.53,0.24,6,63,146.0,0.7275865164780981,9.0,4.2,33.0,10,9.14.52,9,25.68,39.0,X789,False,user_1
U5780,37,22775,9,3329.49,36.64,0.7922,77.39962,2,837.77,1000.0,23,0.533,114,40.0,6,3259.91,0.501,1,39,57.0,0.229324828903361,32.0,4.3,64.0,2,5.65.43,12,6.95,40.0,X215,False,user_1
U2052,,23628,11,500.0,7.85,0.43144,46.42319,6,255.59,118.5,5,0.371,33,7.0,5,506.67,0.298,10,65,102.0,0.5889956670097892,24.0,2.9,48.0,2,6.15.07,11,29.02,23.0,M567,False,user_2
U4406,44,29712,15,500.0,27.73,0.54224,54.38552,2,194.17,285.58,17,0.434,65,18.0,9,616.52,0.294,7,73,90.0,0.4631116770544416,19.0,1.5,87.0,6,2.88.34,12,29.29,9.0,S223,False,user_2
U5838,,34775,17,500.0,59.88,0.72592,69.30038,8,213.06,62.24,35,0.458,171,76.0,19,465.82,0.426,4,99,83.0,0.30608874535058284,28.0,3.3,78.0,7,7.92.25,15,7.33,6.0,J789,True,user_1
U0879,,24346,10,1548.23,37.97,0.77012,72.2318,5,1159.03,268.44,22,0.473,85,30.0,25,1571.93,0.441,2,55,74.0,0.23958876618350608,38.0,3.0,54.0,4,2.08.70,10,27.76,41.0,X789,False,user_3
U4204,30,23802,12,500.0,0.86,0.46979,48.82146,6,218.17,80.62,4,0.353,0,0.0,3,280.88,0.245,5,61,117.0,0.48324016906500883,21.0,4.7,62.0,10,9.48.93,6,10.58,12.0,N021,False,user_2
U3827,44,17862,10,500.0,8.71,0.47026,50.92976,11,143.84,53.86,3,0.309,33,0.0,12,301.82,0.299,1,41,100.0,0.5163851543078631,18.0,3.8,66.0,4,5.72.24,7,9.98,31.0,X603,False,user_2
U1636,53,44054,19,3272.14,81.1,0.95313,100.0,9,2814.71,417.66,50,0.66,248,85.0,37,3269.58,0.788,1,107,21.0,0.008907275246492234,58.0,4.2,66.0,5,5.13.59,12,27.27,38.0,K991,False,user_2
U0916,27,10213,6,500.0,66.22,0.04986,0.0,4,208.02,156.84,37,0.095,201,61.0,15,518.95,0.148,2,27,180.0,1.0,6.0,3.9,70.0,4,3.49.29,11,17.82,29.0,X532,True,user_1
U0193,,21272,12,832.83,33.51,0.79876,74.37165,5,476.19,137.83,20,0.554,124,49.0,15,943.44,0.207,0,51,63.0,0.22369008206689195,33.0,3.6,51.0,8,8.77.74,6,20.55,35.0,X456,False,user_3
U3620,,24888,12,500.0,50.13,0.10414,11.78996,11,282.09,11.72,30,0.126,125,55.0,18,580.12,0.213,4,58,167.0,0.8359453285218676,10.0,4.7,14.0,3,7.06.37,12,12.46,12.0,C110,False,user_1
U8846,31,23634,11,1634.77,59.26,0.91345,100.0,5,653.12,391.74,32,0.563,146,56.0,22,1475.57,0.478,5,54,21.0,0.011991295475950998,36.0,1.5,96.0,5,3.15.72,7,15.67,58.0,D729,False,user_1
U7198,50,13166,6,500.0,62.8,0.05849,4.31254,7,452.28,45.51,32,0.116,171,54.0,21,626.83,0.248,1,38,175.0,0.9534579347311698,11.0,4.5,4.0,9,7.98.96,5,23.22,20.0,Q206,True,user_1
U9318,20,18006,8,500.0,0.0,0.5106,52.05171,11,68.07,40.06,1,0.32,0,0.0,12,380.94,0.31,5,21,101.0,0.4315420398443283,17.0,4.3,4.0,8,7.83.49,13,5.12,38.0,Q282,True,user_2
U5116,33,11926,6,500.0,9.02,0.58293,58.04016,7,502.22,34.49,2,0.378,17,14.0,9,586.28,0.262,4,53,83.0,0.3988376776638068,21.0,5.0,94.0,4,2.76.39,7,29.63,13.0,R495,True,user_2
U1006,28,13998,7,586.75,14.93,0.55457,52.56334,4,94.3,155.68,6,0.312,53,14.0,12,541.58,0.267,0,39,114.0,0.5025573113419266,17.0,1.7,50.0,8,7.71.71,4,24.02,37.0,M939,True,user_2
U4946,,27103,14,500.0,61.16,0.29194,32.42728,6,162.23,45.46,33,0.331,187,60.0,30,771.58,0.333,4,69,125.0,0.622917651842165,16.0,4.4,82.0,1,3.94.90,15,8.04,15.0,U681,False,user_2
U2934,31,21041,10,1535.5,59.53,0.9129,100.0,3,805.28,652.7,37,0.531,194,49.0,31,1476.47,0.392,1,54,23.0,0.0,34.0,2.1,40.0,5,6.97.51,4,21.0,8.0,U923,True,user_1
U6181,,21333,10,500.0,38.85,0.18463,22.93142,6,405.27,57.33,20,0.242,122,61.0,14,492.6,0.229,2,34,141.0,0.741555548888057,19.0,1.4,44.0,2,9.74.41,6,0.39,38.0,Z999,False,user_3
U7255,47,20063,9,500.0,6.6,0.41256,42.63255,6,312.77,65.78,5,0.198,13,5.0,0,515.83,0.263,6,46,101.0,0.5453661392149074,10.0,2.2,71.0,5,8.94.62,8,22.53,40.0,P753,False,user_2
U9454,,14454,8,500.0,12.65,0.55642,59.16128,3,394.27,121.26,10,0.422,30,0.0,3,475.75,0.232,4,46,89.0,0.4401090516173959,25.0,1.8,52.0,4,3.01.18,10,23.92,4.0,W856,True,user_2
U6462,,21757,12,500.0,41.87,0.18132,22.67428,7,129.1,70.56,27,0.232,132,31.0,12,400.28,0.306,1,57,141.0,0.7510487456487996,15.0,2.3,90.0,7,1.85.83,9,4.2,0.0,Z001,False,user_3
U6004,,32155,15,770.64,51.09,0.82863,80.75261,6,263.91,172.2,30,0.576,130,48.0,15,991.05,0.392,5,80,66.0,0.25772983296047147,33.0,4.7,70.0,3,5.50.75,7,9.15,47.0,X123,False,user_3
U3977,38,15191,8,500.0,45.04,0.17003,20.31126,5,135.69,89.87,25,0.193,87,64.0,13,438.93,0.1,0,47,152.0,0.75516645722157,12.0,3.7,54.0,4,9.59.21,8,19.47,18.0,O843,False,user_1
U1959,50,18279,10,500.0,6.29,0.51909,49.70649,1,126.96,664.41,5,0.263,24,5.0,4,435.35,0.157,1,42,97.0,0.5175289390321467,13.0,3.4,83.0,6,5.70.70,13,21.21,11.0,M740,False,user_2
U3230,42,32549,18,500.0,0.0,0.49092,50.87896,3,118.78,108.01,7,0.503,3,0.0,12,489.06,0.399,10,102,99.0,0.4896054184175234,29.0,4.5,55.0,5,4.14.01,11,2.06,39.0,H682,False,user_2
U5765,50,19064,8,500.0,10.4,0.44944,39.87801,12,220.39,55.79,8,0.296,54,19.0,10,519.32,0.215,10,39,135.0,0.6013482109519221,15.0,4.6,31.0,3,7.36.96,9,12.8,24.0,E188,True,user_2
U9875,,16801,8,500.0,9.45,0.47929,50.91684,5,240.15,118.78,8,0.372,38,19.0,9,431.51,0.251,7,59,97.0,0.3923580837139613,22.0,4.9,14.0,6,2.49.54,12,14.4,2.0,X789,False,user_3
U6024,40,37340,18,500.0,7.68,0.44162,41.4877,4,317.22,178.43,12,0.347,27,14.0,5,595.35,0.363,6,103,124.0,0.54122600801289,21.0,4.5,36.0,4,1.86.30,9,20.47,29.0,L284,False,user_2
U1107,,33157,16,564.46,22.81,0.68214,61.16142,4,191.15,128.35,16,0.478,63,25.0,9,579.73,0.456,5,84,83.0,0.38168892033373686,24.0,4.3,64.0,8,9.22.55,11,10.5,13.0,X123,True,user_3
U1147,,10675,5,500.0,44.65,0.19304,16.68513,5,333.59,126.63,27,0.068,121,34.0,5,502.01,0.11,4,16,148.0,0.754366233036187,6.0,1.3,98.0,4,8.92.14,11,10.79,2.0,X456,True,user_3
U8218,41,24203,12,500.0,14.25,0.45755,50.6889,8,255.76,28.46,11,0.381,38,7.0,12,555.81,0.366,3,58,100.0,0.3761861204937468,25.0,3.3,75.0,6,8.64.19,12,6.51,57.0,V021,False,user_2
U8404,,24109,12,500.0,36.71,0.24567,29.12275,4,255.74,105.68,23,0.219,124,21.0,28,415.14,0.214,0,70,147.0,0.6593844399782632,11.0,2.7,63.0,8,4.02.96,7,27.28,9.0,X123,False,user_3
U3850,44,10296,6,500.0,8.87,0.54762,52.93059,2,225.37,283.43,4,0.575,33,7.0,7,441.5,0.183,7,24,90.0,0.4841868998482767,27.0,1.4,22.0,9,8.23.57,10,2.84,27.0,X621,True,user_2
U2996,,16719,10,500.0,4.45,0.49723,53.735,5,187.65,85.6,2,0.399,27,0.0,9,497.8,0.171,0,54,104.0,0.48173904003171164,21.0,1.5,71.0,4,6.77.45,6,14.68,23.0,Z001,False,user_3
U0127,32,42861,19,740.97,14.71,0.58255,55.63108,5,247.57,151.56,10,0.535,45,9.0,11,833.96,0.502,9,100,105.0,0.39474617712076915,30.0,2.8,53.0,3,6.57.22,9,4.29,15.0,G879,False,user_2
U8038,,18325,9,500.0,10.81,0.57383,57.22716,3,124.43,128.54,9,0.364,18,14.0,5,475.61,0.287,4,43,90.0,0.4196742409011428,22.0,4.8,74.0,5,7.45.24,4,0.9,14.0,J020,False,user_2
U7986,54,21374,11,500.0,15.26,0.52117,58.60589,6,55.27,63.08,12,0.423,63,9.0,18,468.29,0.309,8,46,99.0,0.43088893128278377,22.0,2.9,38.0,8,4.79.69,5,20.84,9.0,C195,True,user_2
U6498,40,21610,11,2424.25,27.59,0.7443,72.76544,8,1081.15,330.8,20,0.519,98,24.0,15,2213.41,0.417,5,70,77.0,0.32534881488446665,34.0,4.1,49.0,4,9.05.44,7,4.97,11.0,Y081,False,user_1
U9753,40,20349,9,500.0,6.7,0.44436,44.28553,5,124.34,55.96,5,0.258,22,2.0,9,430.65,0.223,0,49,108.0,0.6085916376371048,14.0,2.0,54.0,5,5.55.24,15,17.47,6.0,S102,False,user_2
U1900,,27063,13,1548.11,47.47,0.8422,82.23343,4,1018.17,421.25,29,0.508,150,47.0,28,1383.06,0.347,7,61,50.0,0.214117110825096,37.0,2.1,37.0,3,6.70.06,12,18.74,50.0,Z999,False,user_3
U8299,18,10523,6,500.0,2.85,0.54231,54.06862,7,179.78,82.0,3,0.379,16,6.0,10,359.85,0.066,0,22,98.0,0.4377426147590229,21.0,4.4,59.0,4,5.88.70,11,29.28,13.0,C864,False,user_2
U9695,35,19642,10,500.0,66.3,0.09445,1.33407,10,346.46,50.97,38,0.096,191,53.0,24,536.58,0.205,0,58,179.0,0.9846880531318013,9.0,2.3,29.0,5,5.79.84,13,12.93,26.0,Y855,False,user_1
U6219,67,18872,9,500.0,5.66,0.42931,46.59597,8,259.38,54.5,4,0.286,13,10.0,6,831.89,0.196,0,44,108.0,0.5368912083274839,13.0,3.7,9.0,0,7.99.92,6,2.26,13.0,O327,False,user_2
U6570,40,10000,4,1741.13,53.67,0.86826,85.7021,6,1087.09,240.56,27,0.437,147,56.0,14,1760.55,0.199,0,29,55.0,0.13431561200746628,30.0,1.2,19.0,1,2.09.20,15,13.81,40.0,Z075,False,user_1
U7450,29,15880,7,500.0,62.37,0.72761,69.47699,8,158.32,65.6,35,0.356,183,67.0,24,533.28,0.199,0,25,70.0,0.25016803374637486,19.0,1.3,50.0,7,1.61.23,12,4.01,4.0,I682,False,user_1
U3516,,34498,15,500.0,40.01,0.23723,26.85343,6,276.36,70.51,24,0.186,135,41.0,18,423.95,0.393,8,78,133.0,0.7891094006634066,14.0,3.0,9.0,6,6.45.26,9,15.55,19.0,X789,False,user_3
U2795,33,21406,11,500.0,10.92,0.5713,55.83114,3,518.28,205.05,10,0.304,45,15.0,11,395.16,0.263,0,50,96.0,0.4590001609413148,19.0,3.4,40.0,4,5.72.89,10,14.38,57.0,W924,False,user_2
U6560,42,27680,14,500.0,70.42,0.55765,61.76716,9,313.62,51.58,43,0.451,219,66.0,34,705.61,0.287,3,87,89.0,0.417129005865648,26.0,1.5,68.0,6,8.98.42,8,13.63,19.0,D919,False,user_1
U2779,42,24590,13,500.0,0.81,0.50252,52.57504,2,112.05,179.14,3,0.426,16,5.0,0,419.46,0.267,2,68,110.0,0.5006693024168017,23.0,4.2,52.0,3,4.73.95,8,23.77,41.0,Z258,False,user_2
U7649,39,27908,13,4430.72,77.58,0.93959,100.0,2,1719.99,1000.0,49,0.756,227,89.0,19,4230.73,0.706,4,55,33.0,0.0,53.0,1.4,56.0,3,2.25.04,15,11.19,28.0,A884,False,user_1
U8590,50,39059,21,1959.71,41.38,0.64289,61.43836,6,1244.55,286.13,27,0.515,106,36.0,20,1984.27,0.627,3,114,93.0,0.3256540492317176,37.0,3.7,73.0,8,2.36.69,11,22.81,14.0,X531,False,user_1
U5161,,22543,10,690.55,33.35,0.82856,80.19233,4,580.26,161.01,22,0.437,97,29.0,18,647.57,0.261,6,62,57.0,0.22810735669152832,28.0,3.8,14.0,3,6.37.35,10,23.46,2.0,X123,False,user_3
U5904,43,11581,7,500.0,7.25,0.45718,52.36753,6,120.38,107.0,5,0.33,20,14.0,6,559.59,0.082,2,31,99.0,0.5037813152575732,17.0,2.9,28.0,4,8.81.90,6,10.94,19.0,U675,False,user_2
U0931,,16637,9,500.0,23.35,0.74948,70.86552,8,124.63,33.74,12,0.479,80,18.0,6,656.76,0.2,2,36,69.0,0.302931677679591,27.0,3.0,43.0,7,6.57.22,13,9.46,24.0,X789,False,user_3
U4471,36,14417,7,500.0,6.24,0.53016,47.78264,6,116.87,116.73,3,0.36,26,0.0,10,536.9,0.172,0,12,110.0,0.608271095660731,18.0,1.2,28.0,8,8.92.31,15,0.59,46.0,X578,False,user_2
U9951,,10000,1,500.0,6.38,0.52125,42.60239,10,79.09,64.73,6,0.27,34,11.0,13,522.69,0.069,1,16,117.0,0.5513255770909087,16.0,3.2,45.0,2,3.06.75,13,23.35,32.0,J235,False,user_2
U6311,,22541,12,500.0,39.84,0.18667,23.02667,5,293.69,124.66,23,0.264,89,36.0,10,565.96,0.255,7,42,146.0,0.7571469198918543,15.0,2.3,90.0,3,5.33.96,9,22.06,79.0,X789,False,user_3
U0774,,19876,10,500.0,35.01,0.27284,28.70303,5,172.29,133.61,20,0.248,93,47.0,10,770.47,0.205,11,49,136.0,0.7212366333114265,14.0,2.1,13.0,4,2.61.10,14,4.53,2.0,Z999,False,user_3
U3817,18,18837,9,500.0,39.51,0.21467,23.49384,7,181.7,76.76,23,0.244,117,35.0,16,727.85,0.234,0,27,144.0,0.745172630366179,16.0,1.6,31.0,0,7.02.91,10,4.71,43.0,Z001,False,user_3
U7025,,24906,13,500.0,8.68,0.38437,44.93871,8,79.99,28.75,6,0.295,33,0.0,9,468.4,0.32,3,83,124.0,0.5412224421937598,15.0,3.5,87.0,9,5.77.17,8,23.03,5.0,X789,False,user_3
U9008,,22266,11,1014.03,28.82,0.68806,71.80021,6,386.62,146.9,20,0.369,117,29.0,23,1109.01,0.297,0,68,74.0,0.3232996645652126,21.0,4.5,57.0,5,6.10.81,5,3.84,0.0,X456,False,user_3
U7311,,17069,10,500.0,10.73,0.40868,45.99483,4,176.27,93.02,11,0.435,17,15.0,8,678.61,0.246,5,53,115.0,0.514152238334319,23.0,1.7,97.0,3,1.33.95,11,23.9,20.0,X789,True,user_1
U2918,40,25194,13,500.0,78.29,0.0509,0.0,7,181.53,19.06,45,0.128,224,81.0,27,569.34,0.287,0,75,180.0,0.9768259443547138,10.0,4.0,19.0,5,6.39.88,14,6.64,55.0,M567,False,user_1
U2496,33,10710,4,500.0,38.17,0.22694,21.29447,10,178.78,32.33,22,0.173,108,44.0,9,493.37,0.144,2,18,147.0,0.8101580986856544,11.0,3.0,76.0,6,2.41.75,15,14.48,30.0,Z999,False,user_1
U1602,46,31881,15,500.0,0.0,0.50368,48.12918,7,134.54,66.62,4,0.251,0,0.0,0,450.22,0.353,8,66,112.0,0.4659176006845965,10.0,1.2,84.0,3,8.67.72,12,5.68,40.0,P697,False,user_2
U7019,35,29362,15,500.0,9.06,0.40052,35.76248,5,221.1,85.28,8,0.406,13,20.0,15,509.86,0.334,3,58,127.0,0.6390984039577949,21.0,3.1,96.0,8,2.33.74,7,7.65,61.0,H661,False,user_2
U1804,52,14329,8,710.59,17.04,0.57292,59.56435,8,476.24,110.82,9,0.436,51,0.0,12,596.61,0.146,0,47,82.0,0.39898242749302315,25.0,4.4,17.0,2,6.95.44,5,17.36,45.0,C089,False,user_2
U6525,,24211,12,1273.07,31.45,0.73993,75.06068,12,590.52,99.93,18,0.417,109,24.0,16,1362.6,0.278,7,49,63.0,0.27445942306865734,28.0,4.8,55.0,5,9.35.17,12,25.57,33.0,Z999,False,user_3
U9243,,10000,3,500.0,11.02,0.63088,63.93979,9,288.07,79.92,7,0.334,34,11.0,5,639.09,0.206,3,40,98.0,0.3927339149212841,16.0,3.0,41.0,6,7.87.15,9,17.75,22.0,Z999,False,user_3
U6668,18,11856,6,500.0,56.96,0.06279,8.51747,3,186.11,147.95,33,0.116,157,50.0,18,460.31,0.179,0,18,175.0,0.9084310058203606,8.0,2.9,61.0,4,9.65.46,9,6.33,7.0,O460,False,user_1
U3079,38,21429,11,500.0,2.57,0.51466,51.96188,5,93.6,97.26,1,0.307,4,0.0,0,454.95,0.237,3,65,100.0,0.4769444825703562,18.0,2.5,10.0,6,2.20.48,7,16.6,60.0,Z001,False,user_3
U2293,,10000,4,683.31,15.44,0.54392,55.0795,8,208.48,65.12,8,0.34,30,6.0,0,577.7,0.221,0,32,102.0,0.4477975895758969,20.0,2.6,48.0,7,4.76.33,4,5.26,29.0,Z001,False,user_3
U9772,59,17967,9,500.0,19.5,0.54697,52.29147,4,255.54,181.6,11,0.404,73,17.0,10,546.69,0.373,5,31,103.0,0.46476701422120453,23.0,3.0,5.0,5,6.47.38,9,15.49,22.0,O390,False,user_2
U1300,45,33406,16,666.3,41.43,0.37521,37.24036,3,98.68,181.78,27,0.362,146,46.0,21,665.21,0.326,5,75,136.0,0.6792756972479871,16.0,1.5,32.0,6,8.45.46,8,6.64,18.0,H118,False,user_1
U0405,35,31194,16,2543.72,66.93,0.86796,89.22787,6,762.61,534.61,38,0.528,176,62.0,25,2399.38,0.564,9,77,45.0,0.12779195527633797,34.0,3.7,83.0,5,3.65.41,8,23.47,82.0,A283,True,user_1
U5095,,28165,13,500.0,31.54,0.21735,27.94982,6,177.38,62.67,19,0.218,98,23.0,24,791.49,0.365,1,99,140.0,0.7711507243484155,16.0,2.6,48.0,6,1.90.45,5,25.59,4.0,X123,False,user_3
U0493,38,24548,11,595.13,4.11,0.61288,50.58382,7,313.47,119.62,3,0.357,0,0.0,4,417.3,0.223,3,52,99.0,0.45909053401958066,20.0,3.7,85.0,4,8.04.09,13,18.73,55.0,M325,False,user_2
U8166,38,26652,11,506.81,30.52,0.76401,69.80543,6,292.74,109.43,20,0.447,92,42.0,10,362.83,0.241,3,43,74.0,0.351993844148234,30.0,3.6,8.0,5,4.18.03,11,11.84,31.0,Z999,False,user_3
U8204,,16842,8,500.0,29.47,0.46685,41.3209,4,165.92,176.82,19,0.275,87,40.0,12,593.95,0.266,3,44,99.0,0.5915718755751889,17.0,4.6,71.0,4,1.67.41,10,25.15,15.0,I532,False,user_2
U1355,,19196,8,500.0,31.52,0.35384,37.32666,5,393.16,51.68,19,0.253,74,27.0,4,565.71,0.239,0,29,126.0,0.6541009148873905,16.0,2.3,8.0,4,2.82.39,4,10.9,10.0,X789,False,user_3
U4043,,26202,12,500.0,17.06,0.48874,51.28396,6,297.02,57.12,13,0.286,69,22.0,13,428.57,0.277,0,59,110.0,0.410799887618739,18.0,4.8,17.0,4,6.28.23,9,10.56,11.0,Q896,True,user_2
U9342,,12630,6,500.0,22.18,0.27703,32.78663,6,304.5,30.16,15,0.264,64,22.0,5,422.13,0.094,3,25,143.0,0.7371881671476589,17.0,3.7,81.0,4,9.39.83,8,3.75,8.0,X123,False,user_3
U7038,44,24313,13,1496.11,45.28,0.85697,82.91577,4,447.86,369.03,23,0.576,128,58.0,20,1541.9,0.409,4,70,59.0,0.18846164553232095,32.0,3.6,4.0,4,1.24.38,6,26.05,43.0,W732,False,user_1
U1233,40,18040,8,500.0,2.32,0.57157,55.12265,3,161.67,123.61,4,0.382,8,4.0,3,537.81,0.16,0,34,95.0,0.5233235720097134,20.0,3.3,39.0,3,4.37.44,15,4.16,10.0,L202,True,user_2
U5927,50,18729,9,500.0,39.07,0.20366,18.27843,5,103.77,124.16,22,0.203,104,37.0,14,429.61,0.186,1,38,147.0,0.8616885224065824,15.0,2.0,94.0,2,3.69.21,15,28.42,59.0,X456,False,user_3
U5417,58,17824,7,500.0,27.44,0.63199,61.3898,9,346.79,51.62,13,0.363,79,43.0,14,599.39,0.18,0,45,85.0,0.3042108317175585,25.0,1.2,17.0,4,7.21.57,15,21.95,9.0,Z999,True,user_3
U6871,,11730,5,500.0,19.73,0.6548,68.33535,7,104.21,48.71,11,0.361,31,10.0,9,557.19,0.15,0,27,66.0,0.37750988256717544,18.0,3.3,95.0,4,2.60.13,7,25.24,56.0,Z001,False,user_3
U8877,,32361,15,500.0,40.5,0.81473,79.71834,5,536.09,85.79,26,0.498,86,44.0,26,633.65,0.319,7,75,59.0,0.2102921759866241,29.0,4.7,21.0,5,3.97.17,6,14.54,22.0,R801,False,user_1
U5253,37,17093,9,500.0,11.44,0.46318,48.85862,6,107.66,96.2,11,0.411,19,25.0,9,495.02,0.173,4,25,98.0,0.5370904755334827,18.0,4.4,28.0,6,6.98.64,4,7.54,50.0,U579,False,user_2
U9496,41,20898,10,818.29,41.95,0.25418,27.22989,2,223.18,464.79,22,0.235,117,49.0,15,899.31,0.338,0,56,135.0,0.7493777872276207,18.0,1.5,65.0,6,5.39.37,10,14.72,63.0,E897,True,user_1
U7033,33,14402,9,500.0,62.76,0.47324,46.87355,6,329.75,15.99,37,0.241,161,55.0,17,477.17,0.202,10,40,108.0,0.5273158576643175,17.0,2.4,3.0,7,2.41.48,7,24.05,57.0,O917,False,user_1
U0551,,23359,11,500.0,23.79,0.28987,31.46378,4,156.68,92.11,19,0.266,63,16.0,13,554.11,0.284,0,57,135.0,0.6691837622247442,17.0,3.0,71.0,6,4.37.96,14,14.13,14.0,X789,False,user_3
U5698,,27207,12,1544.42,41.7,0.82386,87.83296,10,563.86,127.8,28,0.455,117,28.0,25,1580.2,0.448,5,41,37.0,0.14989595693230137,27.0,3.1,91.0,8,3.82.75,6,8.24,8.0,X456,False,user_3
U4003,,45417,21,1267.35,39.94,0.80848,79.09808,4,262.22,373.47,19,0.618,118,55.0,26,1352.16,0.528,6,107,59.0,0.1757308769666292,32.0,1.9,37.0,5,7.23.95,15,16.78,43.0,Z999,False,user_1
U4032,,19540,10,500.0,40.35,0.18918,20.19213,5,460.2,62.54,28,0.208,130,29.0,14,551.95,0.264,0,51,155.0,0.7992087985997763,13.0,3.8,61.0,5,7.00.12,8,0.95,0.0,Z001,False,user_1
U6994,,22767,13,790.8,34.54,0.76766,69.17905,4,308.34,190.7,23,0.449,129,42.0,21,601.92,0.328,4,62,86.0,0.3642834463371819,19.0,3.0,37.0,3,6.49.54,14,22.26,18.0,X123,False,user_3
U6979,58,23174,12,500.0,22.62,0.35815,28.87687,4,352.88,132.91,10,0.217,74,8.0,14,437.35,0.231,3,51,136.0,0.6624520953943229,13.0,4.5,70.0,3,7.53.68,13,19.93,29.0,X789,False,user_3
U4055,41,18094,9,500.0,50.65,0.13142,13.29285,6,383.44,34.6,28,0.185,137,76.0,23,508.32,0.261,0,56,175.0,0.8591149956969787,14.0,2.2,54.0,4,2.97.46,12,6.73,6.0,X593,False,user_1
U1215,51,21067,10,500.0,41.83,0.60445,65.45618,6,148.64,107.12,27,0.423,135,28.0,20,546.64,0.272,6,42,87.0,0.3921623349050033,23.0,4.7,51.0,4,5.96.37,8,6.52,68.0,K188,True,user_1
U0956,52,16191,10,500.0,0.0,0.49418,52.77919,4,218.23,150.59,2,0.267,21,0.0,8,582.49,0.225,4,59,101.0,0.43948402851445795,14.0,4.3,7.0,7,6.74.55,12,23.22,21.0,C578,False,user_2
U2679,,32040,16,500.0,46.05,0.82983,86.3387,8,131.34,27.12,27,0.652,121,58.0,14,554.87,0.454,6,90,59.0,0.06028844640986546,35.0,2.8,67.0,3,1.23.49,9,8.83,9.0,Z001,True,user_3
U7479,64,24645,13,1441.22,49.19,0.84843,86.37736,8,510.87,186.58,29,0.515,131,42.0,23,1370.75,0.397,3,56,47.0,0.0569520780928465,30.0,4.3,52.0,8,7.87.15,15,16.95,9.0,B463,False,user_1
U1875,,31143,14,500.0,5.51,0.57528,46.92169,3,195.19,124.27,6,0.309,0,11.0,0,591.81,0.315,5,77,102.0,0.5119761499402031,19.0,3.6,33.0,5,3.55.50,13,16.71,16.0,G679,False,user_2
U8586,,11580,8,500.0,36.01,0.22028,19.51948,7,300.18,69.78,20,0.246,99,33.0,14,419.1,0.172,2,35,157.0,0.8721728259433441,17.0,2.9,49.0,3,1.16.47,10,18.21,19.0,X789,False,user_3
U8402,42,40839,19,1628.0,46.17,0.87156,85.64842,5,395.87,398.36,28,0.671,144,50.0,21,1754.33,0.572,7,101,55.0,0.11300606502507629,39.0,3.1,34.0,5,9.07.84,10,1.14,40.0,N403,False,user_1
U5147,45,21930,11,500.0,12.18,0.50076,49.08995,3,119.01,127.31,10,0.334,58,23.0,8,633.0,0.214,0,45,114.0,0.49758185945143957,18.0,3.3,29.0,2,8.76.15,4,13.82,23.0,T099,False,user_2
U6222,,18156,11,500.0,35.5,0.22958,26.36201,5,160.13,125.27,20,0.179,119,31.0,20,498.99,0.13,0,53,148.0,0.7385032854363305,9.0,2.1,14.0,3,2.34.50,12,23.2,48.0,Z999,False,user_3
U7309,,27604,12,500.0,7.14,0.4025,41.21381,10,72.93,81.23,3,0.281,27,22.0,8,435.2,0.323,7,60,132.0,0.6321064607419705,12.0,1.8,24.0,3,7.21.83,13,22.48,11.0,Z999,False,user_1
U0014,33,30950,14,500.0,67.0,0.75358,71.58422,1,360.34,582.77,38,0.476,201,71.0,15,430.4,0.407,4,69,62.0,0.31843848712186273,23.0,4.2,15.0,2,9.87.92,9,12.97,31.0,U621,False,user_1
U4755,,26749,12,500.0,34.49,0.22408,24.03296,3,0.0,151.99,19,0.301,109,54.0,15,390.6,0.365,5,63,141.0,0.753534059120583,17.0,1.5,3.0,3,9.73.08,9,3.43,52.0,X456,False,user_3
U8251,24,22436,11,500.0,13.66,0.4405,48.32689,9,193.94,34.82,8,0.416,47,5.0,8,407.74,0.288,1,46,105.0,0.5407097065277887,19.0,3.8,74.0,6,6.70.24,8,15.96,70.0,D044,False,user_2
U9431,,10906,6,500.0,30.05,0.76481,71.99242,7,162.51,39.8,14,0.428,109,24.0,20,481.95,0.238,1,24,80.0,0.322514313249471,23.0,4.5,11.0,11,1.07.78,10,18.24,38.0,Z999,False,user_3
U2753,33,38380,19,500.0,59.62,0.7393,69.44359,11,199.61,49.65,37,0.57,178,57.0,21,444.06,0.443,10,102,78.0,0.23974527959157865,31.0,2.9,41.0,4,8.06.23,10,24.53,2.0,F777,True,user_1
U4954,47,25342,12,500.0,9.45,0.45115,40.98513,7,126.5,32.81,9,0.314,32,0.0,18,339.01,0.294,4,55,127.0,0.5750767102354717,15.0,4.1,65.0,5,6.26.55,14,23.04,19.0,C303,True,user_2
